area,Date,P_08,P_09,P_10,P_11,P_12,P_15,P_20,provenance
Vale of White Horse,2020-09-05,0.22,0.07,0.02,0.00,0.00,0.00,0.00,inferred
Vale of White Horse,2020-09-06,0.22,0.07,0.02,0.00,0.00,0.00,0.00,inferred
Vale of White Horse,2020-09-07,0.22,0.07,0.02,0.00,0.00,0.00,0.00,inferred
Vale of White Horse,2020-09-08,0.67,0.39,0.17,0.06,0.02,0.00,0.00,inferred
Vale of White Horse,2020-09-09,0.67,0.39,0.17,0.06,0.02,0.00,0.00,inferred
Vale of White Horse,2020-09-10,0.67,0.39,0.17,0.06,0.02,0.00,0.00,inferred
Vale of White Horse,2020-09-11,0.67,0.39,0.17,0.06,0.02,0.00,0.00,inferred
Vale of White Horse,2020-09-12,0.67,0.39,0.17,0.06,0.02,0.00,0.00,inferred
Vale of White Horse,2020-09-13,0.67,0.39,0.17,0.06,0.02,0.00,0.00,inferred
Vale of White Horse,2020-09-14,0.67,0.39,0.17,0.06,0.02,0.00,0.00,inferred
Vale of White Horse,2020-09-15,0.97,0.89,0.73,0.50,0.27,0.02,0.00,inferred
Vale of White Horse,2020-09-16,0.97,0.89,0.73,0.50,0.27,0.02,0.00,inferred
Vale of White Horse,2020-09-17,0.97,0.89,0.73,0.50,0.27,0.02,0.00,inferred
Vale of White Horse,2020-09-18,0.97,0.89,0.73,0.50,0.27,0.02,0.00,inferred
Vale of White Horse,2020-09-19,0.97,0.89,0.73,0.50,0.27,0.02,0.00,inferred
Vale of White Horse,2020-09-20,0.97,0.89,0.73,0.50,0.27,0.02,0.00,inferred
Vale of White Horse,2020-09-21,0.97,0.89,0.73,0.50,0.27,0.02,0.00,inferred
Vale of White Horse,2020-09-22,1.00,1.00,0.98,0.94,0.84,0.24,0.01,inferred
Vale of White Horse,2020-09-23,1.00,1.00,0.98,0.94,0.84,0.24,0.01,inferred
Vale of White Horse,2020-09-24,1.00,1.00,0.98,0.94,0.84,0.24,0.01,inferred
Vale of White Horse,2020-09-25,1.00,1.00,0.98,0.94,0.84,0.24,0.01,inferred
Vale of White Horse,2020-09-26,1.00,1.00,0.98,0.94,0.84,0.24,0.01,inferred
Vale of White Horse,2020-09-27,1.00,1.00,0.98,0.94,0.84,0.24,0.01,inferred
Vale of White Horse,2020-09-28,1.00,1.00,0.98,0.94,0.84,0.24,0.01,inferred
Vale of White Horse,2020-09-29,1.00,0.99,0.96,0.87,0.69,0.09,0.00,inferred
Vale of White Horse,2020-09-30,1.00,0.99,0.96,0.87,0.69,0.09,0.00,inferred
Vale of White Horse,2020-10-01,1.00,0.99,0.96,0.87,0.69,0.09,0.00,inferred
Vale of White Horse,2020-10-02,1.00,0.99,0.96,0.87,0.69,0.09,0.00,inferred
Vale of White Horse,2020-10-03,1.00,0.99,0.96,0.87,0.69,0.09,0.00,inferred
Vale of White Horse,2020-10-04,1.00,0.99,0.96,0.87,0.69,0.09,0.00,inferred
Vale of White Horse,2020-10-05,1.00,0.99,0.96,0.87,0.69,0.09,0.00,inferred
Vale of White Horse,2020-10-06,1.00,0.98,0.95,0.84,0.63,0.06,0.00,inferred
Vale of White Horse,2020-10-07,1.00,0.98,0.95,0.84,0.63,0.06,0.00,inferred
Vale of White Horse,2020-10-08,1.00,0.98,0.95,0.84,0.63,0.06,0.00,inferred
Vale of White Horse,2020-10-09,1.00,0.98,0.95,0.84,0.63,0.06,0.00,inferred
Vale of White Horse,2020-10-10,1.00,0.98,0.95,0.84,0.63,0.06,0.00,inferred
Vale of White Horse,2020-10-11,1.00,0.98,0.95,0.84,0.63,0.06,0.00,inferred
Vale of White Horse,2020-10-12,1.00,0.98,0.95,0.84,0.63,0.06,0.00,inferred
Vale of White Horse,2020-10-13,1.00,0.98,0.93,0.77,0.49,0.02,0.00,inferred
Vale of White Horse,2020-10-14,1.00,0.98,0.93,0.77,0.49,0.02,0.00,inferred
Vale of White Horse,2020-10-15,1.00,0.98,0.93,0.77,0.49,0.02,0.00,inferred
Vale of White Horse,2020-10-16,1.00,0.98,0.93,0.77,0.49,0.02,0.00,inferred
Vale of White Horse,2020-10-17,1.00,0.98,0.93,0.77,0.49,0.02,0.00,inferred
Vale of White Horse,2020-10-18,1.00,0.98,0.93,0.77,0.49,0.02,0.00,inferred
Vale of White Horse,2020-10-19,1.00,0.98,0.93,0.77,0.49,0.02,0.00,inferred
Vale of White Horse,2020-10-20,0.99,0.96,0.84,0.57,0.26,0.01,0.00,inferred
Vale of White Horse,2020-10-21,0.99,0.96,0.84,0.57,0.26,0.01,0.00,inferred
Vale of White Horse,2020-10-22,0.99,0.96,0.84,0.57,0.26,0.01,0.00,inferred
Vale of White Horse,2020-10-23,0.99,0.96,0.84,0.57,0.26,0.01,0.00,inferred
Vale of White Horse,2020-10-24,0.99,0.96,0.84,0.57,0.26,0.01,0.00,inferred
Vale of White Horse,2020-10-25,0.99,0.96,0.84,0.57,0.26,0.01,0.00,inferred
Vale of White Horse,2020-10-26,0.99,0.96,0.84,0.57,0.26,0.01,0.00,inferred
Vale of White Horse,2020-10-27,1.00,0.96,0.81,0.52,0.23,0.01,0.00,inferred
Vale of White Horse,2020-10-28,1.00,0.96,0.81,0.52,0.23,0.01,0.00,inferred
Vale of White Horse,2020-10-29,1.00,0.96,0.81,0.52,0.23,0.01,0.00,inferred
Vale of White Horse,2020-10-30,1.00,0.96,0.81,0.52,0.23,0.01,0.00,inferred
Vale of White Horse,2020-10-31,1.00,0.96,0.81,0.52,0.23,0.01,0.00,inferred
Vale of White Horse,2020-11-01,1.00,0.96,0.81,0.52,0.23,0.01,0.00,inferred
Vale of White Horse,2020-11-02,1.00,0.96,0.81,0.52,0.23,0.01,0.00,inferred
Vale of White Horse,2020-11-03,0.83,0.47,0.14,0.02,0.00,0.00,0.00,inferred
Vale of White Horse,2020-11-04,0.83,0.47,0.14,0.02,0.00,0.00,0.00,inferred
Vale of White Horse,2020-11-05,0.83,0.47,0.14,0.02,0.00,0.00,0.00,inferred
Vale of White Horse,2020-11-06,0.83,0.47,0.14,0.02,0.00,0.00,0.00,inferred
Vale of White Horse,2020-11-07,0.83,0.47,0.14,0.02,0.00,0.00,0.00,inferred
Vale of White Horse,2020-11-08,0.83,0.47,0.14,0.02,0.00,0.00,0.00,inferred
Vale of White Horse,2020-11-09,0.83,0.47,0.14,0.02,0.00,0.00,0.00,inferred
Vale of White Horse,2020-11-10,0.27,0.06,0.01,0.00,0.00,0.00,0.00,inferred
Vale of White Horse,2020-11-11,0.27,0.06,0.01,0.00,0.00,0.00,0.00,inferred
Vale of White Horse,2020-11-12,0.27,0.06,0.01,0.00,0.00,0.00,0.00,inferred
Vale of White Horse,2020-11-13,0.27,0.06,0.01,0.00,0.00,0.00,0.00,inferred
Vale of White Horse,2020-11-14,0.27,0.06,0.01,0.00,0.00,0.00,0.00,inferred
Vale of White Horse,2020-11-15,0.27,0.06,0.01,0.00,0.00,0.00,0.00,inferred
Vale of White Horse,2020-11-16,0.27,0.06,0.01,0.00,0.00,0.00,0.00,inferred
Vale of White Horse,2020-11-17,0.42,0.23,0.11,0.05,0.02,0.00,0.00,inferred
Vale of White Horse,2020-11-18,0.42,0.23,0.11,0.05,0.02,0.00,0.00,inferred
Vale of White Horse,2020-11-19,0.42,0.23,0.11,0.05,0.02,0.00,0.00,inferred
Vale of White Horse,2020-11-20,0.42,0.23,0.11,0.05,0.02,0.00,0.00,inferred
Vale of White Horse,2020-11-21,0.42,0.23,0.11,0.05,0.02,0.00,0.00,inferred
Vale of White Horse,2020-11-22,0.42,0.23,0.11,0.05,0.02,0.00,0.00,inferred
Vale of White Horse,2020-11-23,0.42,0.23,0.11,0.05,0.02,0.00,0.00,inferred
Vale of White Horse,2020-11-24,0.46,0.29,0.17,0.10,0.05,0.01,0.00,projected
Vale of White Horse,2020-11-25,0.46,0.29,0.17,0.10,0.05,0.01,0.00,projected
Vale of White Horse,2020-11-26,0.46,0.29,0.17,0.10,0.05,0.01,0.00,projected
Vale of White Horse,2020-11-27,0.46,0.29,0.17,0.10,0.05,0.01,0.00,projected
Vale of White Horse,2020-11-28,0.46,0.29,0.17,0.10,0.05,0.01,0.00,projected
Vale of White Horse,2020-11-29,0.46,0.29,0.17,0.10,0.05,0.01,0.00,projected
Vale of White Horse,2020-11-30,0.46,0.29,0.17,0.10,0.05,0.01,0.00,projected
Vale of White Horse,2020-12-01,0.49,0.33,0.21,0.13,0.08,0.02,0.00,projected
Vale of White Horse,2020-12-02,0.49,0.33,0.21,0.13,0.08,0.02,0.00,projected
Vale of White Horse,2020-12-03,0.49,0.33,0.21,0.13,0.08,0.02,0.00,projected
Vale of White Horse,2020-12-04,0.49,0.33,0.21,0.13,0.08,0.02,0.00,projected
Vale of White Horse,2020-12-05,0.49,0.33,0.21,0.13,0.08,0.02,0.00,projected
Vale of White Horse,2020-12-06,0.49,0.33,0.21,0.13,0.08,0.02,0.00,projected
Vale of White Horse,2020-12-07,0.49,0.33,0.21,0.13,0.08,0.02,0.00,projected
Vale of White Horse,2020-12-08,0.51,0.37,0.25,0.17,0.11,0.03,0.01,projected
Vale of White Horse,2020-12-09,0.51,0.37,0.25,0.17,0.11,0.03,0.01,projected
Vale of White Horse,2020-12-10,0.51,0.37,0.25,0.17,0.11,0.03,0.01,projected
Vale of White Horse,2020-12-11,0.51,0.37,0.25,0.17,0.11,0.03,0.01,projected
Vale of White Horse,2020-12-12,0.51,0.37,0.25,0.17,0.11,0.03,0.01,projected
Vale of White Horse,2020-12-13,0.51,0.37,0.25,0.17,0.11,0.03,0.01,projected
Vale of White Horse,2020-12-14,0.51,0.37,0.25,0.17,0.11,0.03,0.01,projected
Vale of White Horse,2020-12-15,0.53,0.39,0.28,0.19,0.13,0.04,0.01,projected
Vale of White Horse,2020-12-16,0.53,0.39,0.28,0.19,0.13,0.04,0.01,projected
Vale of White Horse,2020-12-17,0.53,0.39,0.28,0.19,0.13,0.04,0.01,projected
Vale of White Horse,2020-12-18,0.53,0.39,0.28,0.19,0.13,0.04,0.01,projected
Vale of White Horse,2020-12-19,0.53,0.39,0.28,0.19,0.13,0.04,0.01,projected
Vale of White Horse,2020-12-20,0.53,0.39,0.28,0.19,0.13,0.04,0.01,projected
Vale of White Horse,2020-12-21,0.53,0.39,0.28,0.19,0.13,0.04,0.01,projected
West Berkshire,2020-08-11,0.45,0.20,0.08,0.03,0.01,0.00,0.00,inferred
West Berkshire,2020-08-12,0.45,0.20,0.08,0.03,0.01,0.00,0.00,inferred
West Berkshire,2020-08-13,0.45,0.20,0.08,0.03,0.01,0.00,0.00,inferred
West Berkshire,2020-08-14,0.45,0.20,0.08,0.03,0.01,0.00,0.00,inferred
West Berkshire,2020-08-15,0.45,0.20,0.08,0.03,0.01,0.00,0.00,inferred
West Berkshire,2020-08-16,0.45,0.20,0.08,0.03,0.01,0.00,0.00,inferred
West Berkshire,2020-08-17,0.45,0.20,0.08,0.03,0.01,0.00,0.00,inferred
West Berkshire,2020-08-18,0.16,0.05,0.01,0.00,0.00,0.00,0.00,inferred
West Berkshire,2020-08-19,0.16,0.05,0.01,0.00,0.00,0.00,0.00,inferred
West Berkshire,2020-08-20,0.16,0.05,0.01,0.00,0.00,0.00,0.00,inferred
West Berkshire,2020-08-21,0.16,0.05,0.01,0.00,0.00,0.00,0.00,inferred
West Berkshire,2020-08-22,0.16,0.05,0.01,0.00,0.00,0.00,0.00,inferred
West Berkshire,2020-08-23,0.16,0.05,0.01,0.00,0.00,0.00,0.00,inferred
West Berkshire,2020-08-24,0.16,0.05,0.01,0.00,0.00,0.00,0.00,inferred
West Berkshire,2020-08-25,0.19,0.05,0.01,0.00,0.00,0.00,0.00,inferred
West Berkshire,2020-08-26,0.19,0.05,0.01,0.00,0.00,0.00,0.00,inferred
West Berkshire,2020-08-27,0.19,0.05,0.01,0.00,0.00,0.00,0.00,inferred
West Berkshire,2020-08-28,0.19,0.05,0.01,0.00,0.00,0.00,0.00,inferred
West Berkshire,2020-08-29,0.19,0.05,0.01,0.00,0.00,0.00,0.00,inferred
West Berkshire,2020-08-30,0.19,0.05,0.01,0.00,0.00,0.00,0.00,inferred
West Berkshire,2020-08-31,0.19,0.05,0.01,0.00,0.00,0.00,0.00,inferred
West Berkshire,2020-09-01,0.26,0.09,0.03,0.01,0.00,0.00,0.00,inferred
West Berkshire,2020-09-02,0.26,0.09,0.03,0.01,0.00,0.00,0.00,inferred
West Berkshire,2020-09-03,0.26,0.09,0.03,0.01,0.00,0.00,0.00,inferred
West Berkshire,2020-09-04,0.26,0.09,0.03,0.01,0.00,0.00,0.00,inferred
West Berkshire,2020-09-05,0.26,0.09,0.03,0.01,0.00,0.00,0.00,inferred
West Berkshire,2020-09-06,0.26,0.09,0.03,0.01,0.00,0.00,0.00,inferred
West Berkshire,2020-09-07,0.26,0.09,0.03,0.01,0.00,0.00,0.00,inferred
West Berkshire,2020-09-08,0.77,0.51,0.26,0.11,0.05,0.00,0.00,inferred
West Berkshire,2020-09-09,0.77,0.51,0.26,0.11,0.05,0.00,0.00,inferred
West Berkshire,2020-09-10,0.77,0.51,0.26,0.11,0.05,0.00,0.00,inferred
West Berkshire,2020-09-11,0.77,0.51,0.26,0.11,0.05,0.00,0.00,inferred
West Berkshire,2020-09-12,0.77,0.51,0.26,0.11,0.05,0.00,0.00,inferred
West Berkshire,2020-09-13,0.77,0.51,0.26,0.11,0.05,0.00,0.00,inferred
West Berkshire,2020-09-14,0.77,0.51,0.26,0.11,0.05,0.00,0.00,inferred
West Berkshire,2020-09-15,0.98,0.92,0.78,0.54,0.31,0.02,0.00,inferred
West Berkshire,2020-09-16,0.98,0.92,0.78,0.54,0.31,0.02,0.00,inferred
West Berkshire,2020-09-17,0.98,0.92,0.78,0.54,0.31,0.02,0.00,inferred
West Berkshire,2020-09-18,0.98,0.92,0.78,0.54,0.31,0.02,0.00,inferred
West Berkshire,2020-09-19,0.98,0.92,0.78,0.54,0.31,0.02,0.00,inferred
West Berkshire,2020-09-20,0.98,0.92,0.78,0.54,0.31,0.02,0.00,inferred
West Berkshire,2020-09-21,0.98,0.92,0.78,0.54,0.31,0.02,0.00,inferred
West Berkshire,2020-09-22,1.00,0.99,0.98,0.93,0.81,0.20,0.00,inferred
West Berkshire,2020-09-23,1.00,0.99,0.98,0.93,0.81,0.20,0.00,inferred
West Berkshire,2020-09-24,1.00,0.99,0.98,0.93,0.81,0.20,0.00,inferred
West Berkshire,2020-09-25,1.00,0.99,0.98,0.93,0.81,0.20,0.00,inferred
West Berkshire,2020-09-26,1.00,0.99,0.98,0.93,0.81,0.20,0.00,inferred
West Berkshire,2020-09-27,1.00,0.99,0.98,0.93,0.81,0.20,0.00,inferred
West Berkshire,2020-09-28,1.00,0.99,0.98,0.93,0.81,0.20,0.00,inferred
West Berkshire,2020-09-29,1.00,0.99,0.96,0.88,0.71,0.11,0.00,inferred
West Berkshire,2020-09-30,1.00,0.99,0.96,0.88,0.71,0.11,0.00,inferred
West Berkshire,2020-10-01,1.00,0.99,0.96,0.88,0.71,0.11,0.00,inferred
West Berkshire,2020-10-02,1.00,0.99,0.96,0.88,0.71,0.11,0.00,inferred
West Berkshire,2020-10-03,1.00,0.99,0.96,0.88,0.71,0.11,0.00,inferred
West Berkshire,2020-10-04,1.00,0.99,0.96,0.88,0.71,0.11,0.00,inferred
West Berkshire,2020-10-05,1.00,0.99,0.96,0.88,0.71,0.11,0.00,inferred
West Berkshire,2020-10-06,1.00,1.00,0.98,0.91,0.74,0.14,0.00,inferred
West Berkshire,2020-10-07,1.00,1.00,0.98,0.91,0.74,0.14,0.00,inferred
West Berkshire,2020-10-08,1.00,1.00,0.98,0.91,0.74,0.14,0.00,inferred
West Berkshire,2020-10-09,1.00,1.00,0.98,0.91,0.74,0.14,0.00,inferred
West Berkshire,2020-10-10,1.00,1.00,0.98,0.91,0.74,0.14,0.00,inferred
West Berkshire,2020-10-11,1.00,1.00,0.98,0.91,0.74,0.14,0.00,inferred
West Berkshire,2020-10-12,1.00,1.00,0.98,0.91,0.74,0.14,0.00,inferred
West Berkshire,2020-10-13,1.00,0.99,0.96,0.83,0.57,0.05,0.00,inferred
West Berkshire,2020-10-14,1.00,0.99,0.96,0.83,0.57,0.05,0.00,inferred
West Berkshire,2020-10-15,1.00,0.99,0.96,0.83,0.57,0.05,0.00,inferred
West Berkshire,2020-10-16,1.00,0.99,0.96,0.83,0.57,0.05,0.00,inferred
West Berkshire,2020-10-17,1.00,0.99,0.96,0.83,0.57,0.05,0.00,inferred
West Berkshire,2020-10-18,1.00,0.99,0.96,0.83,0.57,0.05,0.00,inferred
West Berkshire,2020-10-19,1.00,0.99,0.96,0.83,0.57,0.05,0.00,inferred
West Berkshire,2020-10-20,0.99,0.96,0.85,0.58,0.26,0.01,0.00,inferred
West Berkshire,2020-10-21,0.99,0.96,0.85,0.58,0.26,0.01,0.00,inferred
West Berkshire,2020-10-22,0.99,0.96,0.85,0.58,0.26,0.01,0.00,inferred
West Berkshire,2020-10-23,0.99,0.96,0.85,0.58,0.26,0.01,0.00,inferred
West Berkshire,2020-10-24,0.99,0.96,0.85,0.58,0.26,0.01,0.00,inferred
West Berkshire,2020-10-25,0.99,0.96,0.85,0.58,0.26,0.01,0.00,inferred
West Berkshire,2020-10-26,0.99,0.96,0.85,0.58,0.26,0.01,0.00,inferred
West Berkshire,2020-10-27,0.98,0.91,0.71,0.40,0.16,0.00,0.00,inferred
West Berkshire,2020-10-28,0.98,0.91,0.71,0.40,0.16,0.00,0.00,inferred
West Berkshire,2020-10-29,0.98,0.91,0.71,0.40,0.16,0.00,0.00,inferred
West Berkshire,2020-10-30,0.98,0.91,0.71,0.40,0.16,0.00,0.00,inferred
West Berkshire,2020-10-31,0.98,0.91,0.71,0.40,0.16,0.00,0.00,inferred
West Berkshire,2020-11-01,0.98,0.91,0.71,0.40,0.16,0.00,0.00,inferred
West Berkshire,2020-11-02,0.98,0.91,0.71,0.40,0.16,0.00,0.00,inferred
West Berkshire,2020-11-03,0.88,0.56,0.21,0.06,0.02,0.00,0.00,inferred
West Berkshire,2020-11-04,0.88,0.56,0.21,0.06,0.02,0.00,0.00,inferred
West Berkshire,2020-11-05,0.88,0.56,0.21,0.06,0.02,0.00,0.00,inferred
West Berkshire,2020-11-06,0.88,0.56,0.21,0.06,0.02,0.00,0.00,inferred
West Berkshire,2020-11-07,0.88,0.56,0.21,0.06,0.02,0.00,0.00,inferred
West Berkshire,2020-11-08,0.88,0.56,0.21,0.06,0.02,0.00,0.00,inferred
West Berkshire,2020-11-09,0.88,0.56,0.21,0.06,0.02,0.00,0.00,inferred
West Berkshire,2020-11-10,0.19,0.03,0.00,0.00,0.00,0.00,0.00,inferred
West Berkshire,2020-11-11,0.19,0.03,0.00,0.00,0.00,0.00,0.00,inferred
West Berkshire,2020-11-12,0.19,0.03,0.00,0.00,0.00,0.00,0.00,inferred
West Berkshire,2020-11-13,0.19,0.03,0.00,0.00,0.00,0.00,0.00,inferred
West Berkshire,2020-11-14,0.19,0.03,0.00,0.00,0.00,0.00,0.00,inferred
West Berkshire,2020-11-15,0.19,0.03,0.00,0.00,0.00,0.00,0.00,inferred
West Berkshire,2020-11-16,0.19,0.03,0.00,0.00,0.00,0.00,0.00,inferred
West Berkshire,2020-11-17,0.44,0.24,0.12,0.06,0.03,0.00,0.00,inferred
West Berkshire,2020-11-18,0.44,0.24,0.12,0.06,0.03,0.00,0.00,inferred
West Berkshire,2020-11-19,0.44,0.24,0.12,0.06,0.03,0.00,0.00,inferred
West Berkshire,2020-11-20,0.44,0.24,0.12,0.06,0.03,0.00,0.00,inferred
West Berkshire,2020-11-21,0.44,0.24,0.12,0.06,0.03,0.00,0.00,inferred
West Berkshire,2020-11-22,0.44,0.24,0.12,0.06,0.03,0.00,0.00,inferred
West Berkshire,2020-11-23,0.44,0.24,0.12,0.06,0.03,0.00,0.00,inferred
West Berkshire,2020-11-24,0.47,0.30,0.18,0.10,0.06,0.01,0.00,projected
West Berkshire,2020-11-25,0.47,0.30,0.18,0.10,0.06,0.01,0.00,projected
West Berkshire,2020-11-26,0.47,0.30,0.18,0.10,0.06,0.01,0.00,projected
West Berkshire,2020-11-27,0.47,0.30,0.18,0.10,0.06,0.01,0.00,projected
West Berkshire,2020-11-28,0.47,0.30,0.18,0.10,0.06,0.01,0.00,projected
West Berkshire,2020-11-29,0.47,0.30,0.18,0.10,0.06,0.01,0.00,projected
West Berkshire,2020-11-30,0.47,0.30,0.18,0.10,0.06,0.01,0.00,projected
West Berkshire,2020-12-01,0.50,0.34,0.22,0.14,0.09,0.02,0.00,projected
West Berkshire,2020-12-02,0.50,0.34,0.22,0.14,0.09,0.02,0.00,projected
West Berkshire,2020-12-03,0.50,0.34,0.22,0.14,0.09,0.02,0.00,projected
West Berkshire,2020-12-04,0.50,0.34,0.22,0.14,0.09,0.02,0.00,projected
West Berkshire,2020-12-05,0.50,0.34,0.22,0.14,0.09,0.02,0.00,projected
West Berkshire,2020-12-06,0.50,0.34,0.22,0.14,0.09,0.02,0.00,projected
West Berkshire,2020-12-07,0.50,0.34,0.22,0.14,0.09,0.02,0.00,projected
West Berkshire,2020-12-08,0.52,0.37,0.26,0.17,0.11,0.03,0.01,projected
West Berkshire,2020-12-09,0.52,0.37,0.26,0.17,0.11,0.03,0.01,projected
West Berkshire,2020-12-10,0.52,0.37,0.26,0.17,0.11,0.03,0.01,projected
West Berkshire,2020-12-11,0.52,0.37,0.26,0.17,0.11,0.03,0.01,projected
West Berkshire,2020-12-12,0.52,0.37,0.26,0.17,0.11,0.03,0.01,projected
West Berkshire,2020-12-13,0.52,0.37,0.26,0.17,0.11,0.03,0.01,projected
West Berkshire,2020-12-14,0.52,0.37,0.26,0.17,0.11,0.03,0.01,projected
West Berkshire,2020-12-15,0.54,0.40,0.28,0.20,0.14,0.05,0.01,projected
West Berkshire,2020-12-16,0.54,0.40,0.28,0.20,0.14,0.05,0.01,projected
West Berkshire,2020-12-17,0.54,0.40,0.28,0.20,0.14,0.05,0.01,projected
West Berkshire,2020-12-18,0.54,0.40,0.28,0.20,0.14,0.05,0.01,projected
West Berkshire,2020-12-19,0.54,0.40,0.28,0.20,0.14,0.05,0.01,projected
West Berkshire,2020-12-20,0.54,0.40,0.28,0.20,0.14,0.05,0.01,projected
West Berkshire,2020-12-21,0.54,0.40,0.28,0.20,0.14,0.05,0.01,projected
West Oxfordshire,2020-08-11,0.32,0.13,0.04,0.01,0.00,0.00,0.00,inferred
West Oxfordshire,2020-08-12,0.32,0.13,0.04,0.01,0.00,0.00,0.00,inferred
West Oxfordshire,2020-08-13,0.32,0.13,0.04,0.01,0.00,0.00,0.00,inferred
West Oxfordshire,2020-08-14,0.32,0.13,0.04,0.01,0.00,0.00,0.00,inferred
West Oxfordshire,2020-08-15,0.32,0.13,0.04,0.01,0.00,0.00,0.00,inferred
West Oxfordshire,2020-08-16,0.32,0.13,0.04,0.01,0.00,0.00,0.00,inferred
West Oxfordshire,2020-08-17,0.32,0.13,0.04,0.01,0.00,0.00,0.00,inferred
West Oxfordshire,2020-08-18,0.11,0.03,0.01,0.00,0.00,0.00,0.00,inferred
West Oxfordshire,2020-08-19,0.11,0.03,0.01,0.00,0.00,0.00,0.00,inferred
West Oxfordshire,2020-08-20,0.11,0.03,0.01,0.00,0.00,0.00,0.00,inferred
West Oxfordshire,2020-08-21,0.11,0.03,0.01,0.00,0.00,0.00,0.00,inferred
West Oxfordshire,2020-08-22,0.11,0.03,0.01,0.00,0.00,0.00,0.00,inferred
West Oxfordshire,2020-08-23,0.11,0.03,0.01,0.00,0.00,0.00,0.00,inferred
West Oxfordshire,2020-08-24,0.11,0.03,0.01,0.00,0.00,0.00,0.00,inferred
West Oxfordshire,2020-08-25,0.17,0.05,0.01,0.00,0.00,0.00,0.00,inferred
West Oxfordshire,2020-08-26,0.17,0.05,0.01,0.00,0.00,0.00,0.00,inferred
West Oxfordshire,2020-08-27,0.17,0.05,0.01,0.00,0.00,0.00,0.00,inferred
West Oxfordshire,2020-08-28,0.17,0.05,0.01,0.00,0.00,0.00,0.00,inferred
West Oxfordshire,2020-08-29,0.17,0.05,0.01,0.00,0.00,0.00,0.00,inferred
West Oxfordshire,2020-08-30,0.17,0.05,0.01,0.00,0.00,0.00,0.00,inferred
West Oxfordshire,2020-08-31,0.17,0.05,0.01,0.00,0.00,0.00,0.00,inferred
West Oxfordshire,2020-09-01,0.20,0.06,0.02,0.00,0.00,0.00,0.00,inferred
West Oxfordshire,2020-09-02,0.20,0.06,0.02,0.00,0.00,0.00,0.00,inferred
West Oxfordshire,2020-09-03,0.20,0.06,0.02,0.00,0.00,0.00,0.00,inferred
West Oxfordshire,2020-09-04,0.20,0.06,0.02,0.00,0.00,0.00,0.00,inferred
West Oxfordshire,2020-09-05,0.20,0.06,0.02,0.00,0.00,0.00,0.00,inferred
West Oxfordshire,2020-09-06,0.20,0.06,0.02,0.00,0.00,0.00,0.00,inferred
West Oxfordshire,2020-09-07,0.20,0.06,0.02,0.00,0.00,0.00,0.00,inferred
West Oxfordshire,2020-09-08,0.59,0.33,0.13,0.04,0.01,0.00,0.00,inferred
West Oxfordshire,2020-09-09,0.59,0.33,0.13,0.04,0.01,0.00,0.00,inferred
West Oxfordshire,2020-09-10,0.59,0.33,0.13,0.04,0.01,0.00,0.00,inferred
West Oxfordshire,2020-09-11,0.59,0.33,0.13,0.04,0.01,0.00,0.00,inferred
West Oxfordshire,2020-09-12,0.59,0.33,0.13,0.04,0.01,0.00,0.00,inferred
West Oxfordshire,2020-09-13,0.59,0.33,0.13,0.04,0.01,0.00,0.00,inferred
West Oxfordshire,2020-09-14,0.59,0.33,0.13,0.04,0.01,0.00,0.00,inferred
West Oxfordshire,2020-09-15,0.94,0.84,0.66,0.43,0.24,0.02,0.00,inferred
West Oxfordshire,2020-09-16,0.94,0.84,0.66,0.43,0.24,0.02,0.00,inferred
West Oxfordshire,2020-09-17,0.94,0.84,0.66,0.43,0.24,0.02,0.00,inferred
West Oxfordshire,2020-09-18,0.94,0.84,0.66,0.43,0.24,0.02,0.00,inferred
West Oxfordshire,2020-09-19,0.94,0.84,0.66,0.43,0.24,0.02,0.00,inferred
West Oxfordshire,2020-09-20,0.94,0.84,0.66,0.43,0.24,0.02,0.00,inferred
West Oxfordshire,2020-09-21,0.94,0.84,0.66,0.43,0.24,0.02,0.00,inferred
West Oxfordshire,2020-09-22,1.00,0.99,0.97,0.91,0.78,0.22,0.01,inferred
West Oxfordshire,2020-09-23,1.00,0.99,0.97,0.91,0.78,0.22,0.01,inferred
West Oxfordshire,2020-09-24,1.00,0.99,0.97,0.91,0.78,0.22,0.01,inferred
West Oxfordshire,2020-09-25,1.00,0.99,0.97,0.91,0.78,0.22,0.01,inferred
West Oxfordshire,2020-09-26,1.00,0.99,0.97,0.91,0.78,0.22,0.01,inferred
West Oxfordshire,2020-09-27,1.00,0.99,0.97,0.91,0.78,0.22,0.01,inferred
West Oxfordshire,2020-09-28,1.00,0.99,0.97,0.91,0.78,0.22,0.01,inferred
West Oxfordshire,2020-09-29,1.00,0.99,0.96,0.87,0.69,0.10,0.00,inferred
West Oxfordshire,2020-09-30,1.00,0.99,0.96,0.87,0.69,0.10,0.00,inferred
West Oxfordshire,2020-10-01,1.00,0.99,0.96,0.87,0.69,0.10,0.00,inferred
West Oxfordshire,2020-10-02,1.00,0.99,0.96,0.87,0.69,0.10,0.00,inferred
West Oxfordshire,2020-10-03,1.00,0.99,0.96,0.87,0.69,0.10,0.00,inferred
West Oxfordshire,2020-10-04,1.00,0.99,0.96,0.87,0.69,0.10,0.00,inferred
West Oxfordshire,2020-10-05,1.00,0.99,0.96,0.87,0.69,0.10,0.00,inferred
